Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
A12448,WHITE,Non Aboriginal,MALE,30,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A12449,METIS,Aboriginal,MALE,48,In Custody,,FEDERAL,DETERMINATE,975,MINIMUM,SASKATCHEWAN,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,
A12450,ASI-E/SOUTHEAST,Non Aboriginal,MALE,60,In Custody,,FEDERAL,DETERMINATE,4889,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,,,,,,,NONE
A12451,WHITE,Non Aboriginal,MALE,55,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A12452,WHITE,Non Aboriginal,MALE,65,In Custody,,FEDERAL,DETERMINATE,860,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,HIGH,MEDIUM,SEXUAL ABUSE,CATH NON-SPEC
A12453,WHITE,Non Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,1887,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,,CATH NON-SPEC
A12454,WHITE,Non Aboriginal,MALE,56,In Custody,,FEDERAL,DETERMINATE,1277,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,CATH NON-SPEC
A12455,INUIT,Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,1370,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,CATH NON-SPEC
A12456,WHITE,Non Aboriginal,FEMALE,53,In Custody,,FEDERAL,DETERMINATE,731,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,LOW,HIGH,MEDIUM,HIGH,FRAUD,ATHEIST
A12457,ARAB/WEST ASIAN,Non Aboriginal,MALE,47,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,MUSLIM
A12458,METIS,Aboriginal,MALE,36,In Custody,SR,FEDERAL,DETERMINATE,738,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,BREAK AND ENTER,CATHOLIC - ROMA
A12459,NORTH AMERICAN,Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,SEXUAL ASSAULT,LUTHERAN
A12460,WHITE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,1461,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,CATH NON-SPEC
A12461,S. E. ASIAN,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,2192,MAXIMUM,SASKATCHEWAN,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,NONE
A12462,NORTH AMERICAN,Aboriginal,FEMALE,39,In Custody,,FEDERAL,DETERMINATE,1339,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,
A12463,NORTH AMERICAN,Aboriginal,FEMALE,40,In Custody,,FEDERAL,DETERMINATE,1156,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,LOW,ARSON,NAT SPIRIT PROT
A12464,NORTH AMERICAN,Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,BREAK AND ENTER,
A12465,WHITE,Non Aboriginal,MALE,27,In Custody,,FEDERAL,DETERMINATE,1185,MAXIMUM,ALBERTA,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,CATHOLIC - ROMA
A12466,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,1827,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,NOT STATED
A12467,WHITE,Non Aboriginal,FEMALE,30,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A12468,WHITE,Non Aboriginal,MALE,30,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,THEFT,CATH NON-SPEC
A12469,WHITE,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,740,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A12470,NORTH AMERICAN,Aboriginal,MALE,39,In Custody,,FEDERAL,DETERMINATE,5479,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,ROBBERY,MUSLIM
A12471,WHITE,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,1810,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,MAJOR ASSAULT,PROT NON-SPEC
A12472,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,1095,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,,,,,,CRIM CODE TRAFF,NONE
A12473,WHITE,Non Aboriginal,MALE,30,In Custody,,FEDERAL,DETERMINATE,1705,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,NONE
A12474,WHITE,Non Aboriginal,MALE,57,In Custody,,FEDERAL,DETERMINATE,2557,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,LOW,LOW,SEXUAL ABUSE,CHRISTIAN REFOR
A12475,WHITE,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,791,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,CRIM CODE TRAFF,NONE
A12476,SOUTH ASIAN,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,SIKH
A12477,WHITE,Non Aboriginal,MALE,39,In Custody,SR,FEDERAL,DETERMINATE,549,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MORALS-SEXUAL,BUDDHIST
A12478,BLACK,Non Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,4873,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,OTHER
A12479,WHITE,Non Aboriginal,MALE,41,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ABUSE,SEVENTH DAY ADV
A12480,WHITE,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,1308,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,LOW,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A12481,WHITE,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,819,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,CATHOLIC - ROMA
A12482,NORTH AMERICAN,Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,1415,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,COMMON ASSAULT,NONE
A12483,ASIATIC,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,1018,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NONE
A12484,BLACK,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,1102,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CHRI NON SPEC
A12485,WHITE,Non Aboriginal,MALE,55,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A12486,WHITE,Non Aboriginal,MALE,68,In Custody,SR,FEDERAL,DETERMINATE,1461,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,BAPTIST
A12487,WHITE,Non Aboriginal,MALE,46,In Custody,,FEDERAL,DETERMINATE,1095,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,IMPAIR. DRIVING,CATHOLIC - ROMA
A12488,CARIBBEAN,Non Aboriginal,MALE,55,In Custody,,FEDERAL,DETERMINATE,1095,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CHRI NON SPEC
A12489,BLACK,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,1248,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,RASTAFARIAN
A12490,WHITE,Non Aboriginal,MALE,45,In Custody,,FEDERAL,DETERMINATE,2464,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,CATHOLIC - ROMA
A12491,NORTH AMERICAN,Aboriginal,MALE,30,In Custody,,FEDERAL,DETERMINATE,1461,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,MAJOR ASSAULT,NATIVE SPIRITUA
A12492,NORTH AMERICAN,Aboriginal,FEMALE,32,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,,,,,,ROBBERY,NATIVE SPIRITUA
A12493,S. E. ASIAN,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,BUDDHIST
A12494,METIS,Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,ROBBERY,NONE
A12495,,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,,,,,,BREAK AND ENTER,
A12496,WHITE,Non Aboriginal,MALE,30,In Custody,,FEDERAL,DETERMINATE,730,MAXIMUM,ALBERTA,FEDERAL INSTITU,,HIGH,HIGH,LOW,LOW,OTHER CRIM.CODE,NONE
A12497,WHITE,Non Aboriginal,MALE,48,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12498,WHITE,Non Aboriginal,MALE,40,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12499,NORTH AMERICAN,Aboriginal,MALE,53,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12500,WHITE,Non Aboriginal,MALE,61,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,BUDDHIST
A12501,WHITE,Non Aboriginal,MALE,60,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,AGNOSTIC
A12502,WHITE,Non Aboriginal,MALE,41,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,JUDAISM
A12503,WHITE,Non Aboriginal,MALE,58,In Custody,,FEDERAL,DETERMINATE,1765,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A12504,WHITE,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,1095,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,LOW,LOW,,CATH NON-SPEC
A12505,BLACK,Non Aboriginal,MALE,25,In Custody,FP,FEDERAL,DETERMINATE,2191,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ROBBERY,MUSLIM
A12506,NORTH AMERICAN,Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,1994,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,TRAF/IMP. DRUGS,CATH NON-SPEC
A12507,BLACK,Non Aboriginal,MALE,52,In Custody,,FEDERAL,DETERMINATE,2679,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,MUSLIM
A12508,WHITE,Non Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,3652,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,LOW,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
A12509,,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,1706,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,
A12510,WHITE,Non Aboriginal,MALE,50,In Custody,,FEDERAL,DETERMINATE,5114,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,JUDAISM
A12511,WHITE,Non Aboriginal,MALE,38,In Custody,,FEDERAL,DETERMINATE,1461,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,,HIGH,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,NONE
A12512,NORTH AMERICAN,Aboriginal,MALE,41,In Custody,,FEDERAL,DETERMINATE,822,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,CATHOLIC - ROMA
A12513,WHITE,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,1645,MEDIUM,ALBERTA,FEDERAL INSTITU,,,,,,TRAF/IMP. DRUGS,NONE
A12514,WHITE,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,1461,MAXIMUM,SASKATCHEWAN,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,
A12515,NORTH AMERICAN,Aboriginal,MALE,20,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,ALBERTA,FEDERAL INSTITU,,,,,,ROBBERY,NATIVE SPIRITUA
A12516,NORTH AMERICAN,Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,1004,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,IMPAIR. DRIVING,NATIVE SPIRITUA
A12517,BLACK,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,1319,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,NONE
A12518,WHITE,Non Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,2089,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,PRESBYTERIAN
A12519,WHITE,Non Aboriginal,MALE,20,In Custody,,FEDERAL,DETERMINATE,1461,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,MAJOR ASSAULT,CHRI NON SPEC
A12520,NORTH AMERICAN,Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,2009,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,NATIVE SPIRITUA
A12521,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,LOW,MEDIUM,HIGH,HIGH,HOMIC & RELATED,OTHER
A12522,METIS,Aboriginal,FEMALE,22,In Custody,,FEDERAL,DETERMINATE,853,MULTI-LEVEL,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A12523,WHITE,Non Aboriginal,MALE,53,In Custody,,FEDERAL,DETERMINATE,846,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,THEFT,SALVATION ARMY
A12524,BLACK,Non Aboriginal,MALE,53,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,LOW,MEDIUM,HOMIC & RELATED,MUSLIM
A12525,S. E. ASIAN,Non Aboriginal,MALE,39,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ATTEMPT. MURDER,CATH NON-SPEC
A12526,WHITE,Non Aboriginal,MALE,21,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A12527,WHITE,Non Aboriginal,MALE,49,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,CHRISTIAN & MIS
A12528,WHITE,Non Aboriginal,MALE,50,In Custody,,FEDERAL,DETERMINATE,759,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,OTHER CRIM.CODE,CATHOLIC - ROMA
A12529,METIS,Aboriginal,MALE,46,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A12530,WHITE,Non Aboriginal,MALE,39,In Custody,SR,FEDERAL,DETERMINATE,821,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,CATHOLIC - ROMA
A12531,NORTH AMERICAN,Aboriginal,MALE,34,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,WICCA
A12532,BLACK,Non Aboriginal,MALE,25,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,MUSLIM
A12533,CHINESE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,2800,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,LOW,WEAPON & EXPLOS,BUDDHIST
A12534,WHITE,Non Aboriginal,MALE,60,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,BREAK AND ENTER,PROT NON-SPEC
A12535,NORTH AMERICAN,Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,2922,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NATIVE SPIRITUA
A12536,NORTH AMERICAN,Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,731,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,LOW,MEDIUM,IMPAIR. DRIVING,NATIVE SPIRITUA
A12537,WHITE,Non Aboriginal,FEMALE,33,In Custody,,FEDERAL,DETERMINATE,1277,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MAJOR ASSAULT,CHRI NON SPEC
A12538,NORTH AMERICAN,Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,927,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,NATIVE SPIRITUA
A12539,BLACK,Non Aboriginal,MALE,20,In Custody,,FEDERAL,DETERMINATE,1858,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CATHOLIC - ROMA
A12540,BLACK,Non Aboriginal,MALE,39,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,MUSLIM
A12541,WHITE,Non Aboriginal,MALE,65,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ONTARIO,FEDERAL INSTITU,,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATHOLIC - ROMA
A12542,WHITE,Non Aboriginal,MALE,51,In Custody,,FEDERAL,DETERMINATE,1826,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,PROT NON-SPEC
A12543,WHITE,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,1826,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,CRIM CODE TRAFF,CATHOLIC - ROMA
A12544,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,2922,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CHRI NON SPEC
A12545,WHITE,Non Aboriginal,MALE,58,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,WICCA
A12546,BLACK,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,1399,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,MUSLIM
A12547,WHITE,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,2557,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NONE
A12548,WHITE,Non Aboriginal,MALE,38,In Custody,,FEDERAL,DETERMINATE,942,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ABUSE,CHRI NON SPEC
A12549,WHITE,Non Aboriginal,MALE,39,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,LOW,HOMIC & RELATED,CATHOLIC - ROMA
A12550,WHITE,Non Aboriginal,MALE,50,In Custody,,FEDERAL,DETERMINATE,3287,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
A12551,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,4930,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ATTEMPT. MURDER,CATHOLIC - ROMA
A12552,ARAB/WEST ASIAN,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,1522,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,OTHER
A12553,WHITE,Non Aboriginal,MALE,65,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,OTHER
A12554,WHITE,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,1219,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,CHRI NON SPEC
A12555,NORTH AMERICAN,Aboriginal,MALE,32,In Custody,SR,FEDERAL,DETERMINATE,731,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,NATIVE SPIRITUA
A12556,WHITE,Non Aboriginal,MALE,56,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A12557,BLACK,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,913,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,RASTAFARIAN
